designStorm,loadingRatio,depth,probabilityOfFailure,reliability,soilType,reduction,duration,surface
2,0.33,24,0,1,2,80,24,0
2.1,0.33,24,0,1,2,80,24,0
2.2,0.33,24,0,1,2,80,24,0
2.3,0.33,24,0,1,2,80,24,0
2.4,0.33,24,0,1,2,80,24,0
2.5,0.33,24,0,1,2,80,24,0
2.6,0.33,24,0,1,2,80,24,0
2.7,0.33,24,0,1,2,80,24,0
2.8,0.33,24,0,1,2,80,24,0
2.9,0.33,24,0,1,2,80,24,0
3,0.33,24,0,1,2,80,24,0
3.1,0.33,24,0,1,2,80,24,0
3.2,0.33,24,0,1,2,80,24,0
3.3,0.33,24,0,1,2,80,24,0
3.4,0.33,24,0,1,2,80,24,0
3.5,0.33,24,0,1,2,80,24,0
3.6,0.33,24,0,1,2,80,24,0
3.7,0.33,24,0,1,2,80,24,0
3.8,0.33,24,0,1,2,80,24,0
3.9,0.33,24,0,1,2,80,24,0
4,0.33,24,0,1,2,80,24,0
4.1,0.33,24,0,1,2,80,24,0
4.2,0.33,24,0,1,2,80,24,0
4.3,0.33,24,0,1,2,80,24,0
4.4,0.33,24,0,1,2,80,24,0
4.5,0.33,24,0,1,2,80,24,0
4.6,0.33,24,0,1,2,80,24,0
4.7,0.33,24,0,1,2,80,24,0
4.8,0.33,24,0,1,2,80,24,0
4.9,0.33,24,0,1,2,80,24,0
5,0.33,24,0,1,2,80,24,0
0.1,0.33,30,0,1,2,80,24,0
0.2,0.33,30,0,1,2,80,24,0
0.3,0.33,30,0,1,2,80,24,0
0.4,0.33,30,0,1,2,80,24,0
0.5,0.33,30,0,1,2,80,24,0
0.6,0.33,30,0,1,2,80,24,0
0.7,0.33,30,0,1,2,80,24,0
0.8,0.33,30,0,1,2,80,24,0
0.9,0.33,30,0,1,2,80,24,0
1,0.33,30,0,1,2,80,24,0
1.1,0.33,30,0,1,2,80,24,0
1.2,0.33,30,0,1,2,80,24,0
1.3,0.33,30,0,1,2,80,24,0
1.4,0.33,30,0,1,2,80,24,0
1.5,0.33,30,0,1,2,80,24,0
1.6,0.33,30,0,1,2,80,24,0
1.7,0.33,30,0,1,2,80,24,0
1.8,0.33,30,0,1,2,80,24,0
1.9,0.33,30,0,1,2,80,24,0
2,0.33,30,0,1,2,80,24,0
2.1,0.33,30,0,1,2,80,24,0
2.2,0.33,30,0,1,2,80,24,0
2.3,0.33,30,0,1,2,80,24,0
2.4,0.33,30,0,1,2,80,24,0
2.5,0.33,30,0,1,2,80,24,0
2.6,0.33,30,0,1,2,80,24,0
2.7,0.33,30,0,1,2,80,24,0
2.8,0.33,30,0,1,2,80,24,0
2.9,0.33,30,0,1,2,80,24,0
3,0.33,30,0,1,2,80,24,0
3.1,0.33,30,0,1,2,80,24,0
3.2,0.33,30,0,1,2,80,24,0
3.3,0.33,30,0,1,2,80,24,0
3.4,0.33,30,0,1,2,80,24,0
3.5,0.33,30,0,1,2,80,24,0
3.6,0.33,30,0,1,2,80,24,0
3.7,0.33,30,0,1,2,80,24,0
3.8,0.33,30,0,1,2,80,24,0
3.9,0.33,30,0,1,2,80,24,0
4,0.33,30,0,1,2,80,24,0
4.1,0.33,30,0,1,2,80,24,0
4.2,0.33,30,0,1,2,80,24,0
4.3,0.33,30,0,1,2,80,24,0
4.4,0.33,30,0,1,2,80,24,0
4.5,0.33,30,0,1,2,80,24,0
4.6,0.33,30,0,1,2,80,24,0
4.7,0.33,30,0,1,2,80,24,0
4.8,0.33,30,0,1,2,80,24,0
4.9,0.33,30,0,1,2,80,24,0
5,0.33,30,0,1,2,80,24,0
0.1,0.5,12,0,1,2,80,24,0
0.2,0.5,12,0,1,2,80,24,0
0.3,0.5,12,0,1,2,80,24,0
0.4,0.5,12,0,1,2,80,24,0
0.5,0.5,12,0,1,2,80,24,0
0.6,0.5,12,0,1,2,80,24,0
0.7,0.5,12,0,1,2,80,24,0
0.8,0.5,12,0,1,2,80,24,0
0.9,0.5,12,0,1,2,80,24,0
1,0.5,12,0,1,2,80,24,0
1.1,0.5,12,0,1,2,80,24,0
1.2,0.5,12,0,1,2,80,24,0
1.3,0.5,12,0,1,2,80,24,0
1.4,0.5,12,0,1,2,80,24,0
1.5,0.5,12,0,1,2,80,24,0
1.6,0.5,12,0,1,2,80,24,0
1.7,0.5,12,0,1,2,80,24,0
1.8,0.5,12,0,1,2,80,24,0
1.9,0.5,12,0,1,2,80,24,0
2,0.5,12,0,1,2,80,24,0
2.1,0.5,12,0,1,2,80,24,0
2.2,0.5,12,0,1,2,80,24,0
2.3,0.5,12,0,1,2,80,24,0
2.4,0.5,12,0,1,2,80,24,0
2.5,0.5,12,0,1,2,80,24,0
2.6,0.5,12,0,1,2,80,24,0
2.7,0.5,12,0,1,2,80,24,0
2.8,0.5,12,0,1,2,80,24,0
2.9,0.5,12,0,1,2,80,24,0
3,0.5,12,0,1,2,80,24,0
3.1,0.5,12,0,1,2,80,24,0
3.2,0.5,12,0,1,2,80,24,0
3.3,0.5,12,0,1,2,80,24,0
3.4,0.5,12,0,1,2,80,24,0
3.5,0.5,12,0,1,2,80,24,0
3.6,0.5,12,0,1,2,80,24,0
3.7,0.5,12,0,1,2,80,24,0
3.8,0.5,12,0,1,2,80,24,0
3.9,0.5,12,0,1,2,80,24,0
4,0.5,12,0,1,2,80,24,0
4.1,0.5,12,0,1,2,80,24,0
4.2,0.5,12,0,1,2,80,24,0
4.3,0.5,12,0,1,2,80,24,0
4.4,0.5,12,0,1,2,80,24,0
4.5,0.5,12,0,1,2,80,24,0
4.6,0.5,12,0,1,2,80,24,0
4.7,0.5,12,0,1,2,80,24,0
4.8,0.5,12,0,1,2,80,24,0
4.9,0.5,12,0,1,2,80,24,0
5,0.5,12,0,1,2,80,24,0
0.1,0.5,18,0,1,2,80,24,0
0.2,0.5,18,0,1,2,80,24,0
0.3,0.5,18,0,1,2,80,24,0
0.4,0.5,18,0,1,2,80,24,0
0.5,0.5,18,0,1,2,80,24,0
0.6,0.5,18,0,1,2,80,24,0
0.7,0.5,18,0,1,2,80,24,0
0.8,0.5,18,0,1,2,80,24,0
0.9,0.5,18,0,1,2,80,24,0
1,0.5,18,0,1,2,80,24,0
1.1,0.5,18,0,1,2,80,24,0
1.2,0.5,18,0,1,2,80,24,0
1.3,0.5,18,0,1,2,80,24,0
1.4,0.5,18,0,1,2,80,24,0
1.5,0.5,18,0,1,2,80,24,0
1.6,0.5,18,0,1,2,80,24,0
1.7,0.5,18,0,1,2,80,24,0
1.8,0.5,18,0,1,2,80,24,0
1.9,0.5,18,0,1,2,80,24,0
2,0.5,18,0,1,2,80,24,0
2.1,0.5,18,0,1,2,80,24,0
2.2,0.5,18,0,1,2,80,24,0
2.3,0.5,18,0,1,2,80,24,0
2.4,0.5,18,0,1,2,80,24,0
2.5,0.5,18,0,1,2,80,24,0
2.6,0.5,18,0,1,2,80,24,0
2.7,0.5,18,0,1,2,80,24,0
2.8,0.5,18,0,1,2,80,24,0
2.9,0.5,18,0,1,2,80,24,0
3,0.5,18,0,1,2,80,24,0
3.1,0.5,18,0,1,2,80,24,0
3.2,0.5,18,0,1,2,80,24,0
3.3,0.5,18,0,1,2,80,24,0
3.4,0.5,18,0,1,2,80,24,0
3.5,0.5,18,0,1,2,80,24,0
3.6,0.5,18,0,1,2,80,24,0
3.7,0.5,18,0,1,2,80,24,0
3.8,0.5,18,0,1,2,80,24,0
3.9,0.5,18,0,1,2,80,24,0
4,0.5,18,0,1,2,80,24,0
4.1,0.5,18,0,1,2,80,24,0
4.2,0.5,18,0,1,2,80,24,0
4.3,0.5,18,0,1,2,80,24,0
4.4,0.5,18,0,1,2,80,24,0
4.5,0.5,18,0,1,2,80,24,0
4.6,0.5,18,0,1,2,80,24,0
4.7,0.5,18,0,1,2,80,24,0
4.8,0.5,18,0,1,2,80,24,0
4.9,0.5,18,0,1,2,80,24,0
5,0.5,18,0,1,2,80,24,0
0.1,0.5,24,0,1,2,80,24,0
0.2,0.5,24,0,1,2,80,24,0
0.3,0.5,24,0,1,2,80,24,0
0.4,0.5,24,0,1,2,80,24,0
0.5,0.5,24,0,1,2,80,24,0
0.6,0.5,24,0,1,2,80,24,0
0.7,0.5,24,0,1,2,80,24,0
0.8,0.5,24,0,1,2,80,24,0
0.9,0.5,24,0,1,2,80,24,0
1,0.5,24,0,1,2,80,24,0
1.1,0.5,24,0,1,2,80,24,0
1.2,0.5,24,0,1,2,80,24,0
1.3,0.5,24,0,1,2,80,24,0
1.4,0.5,24,0,1,2,80,24,0
1.5,0.5,24,0,1,2,80,24,0
1.6,0.5,24,0,1,2,80,24,0
1.7,0.5,24,0,1,2,80,24,0
1.8,0.5,24,0,1,2,80,24,0
1.9,0.5,24,0,1,2,80,24,0
2,0.5,24,0,1,2,80,24,0
2.1,0.5,24,0,1,2,80,24,0
2.2,0.5,24,0,1,2,80,24,0
2.3,0.5,24,0,1,2,80,24,0
2.4,0.5,24,0,1,2,80,24,0
2.5,0.5,24,0,1,2,80,24,0
2.6,0.5,24,0,1,2,80,24,0
2.7,0.5,24,0,1,2,80,24,0
2.8,0.5,24,0,1,2,80,24,0
2.9,0.5,24,0,1,2,80,24,0
3,0.5,24,0,1,2,80,24,0
3.1,0.5,24,0,1,2,80,24,0
3.2,0.5,24,0,1,2,80,24,0
3.3,0.5,24,0,1,2,80,24,0
3.4,0.5,24,0,1,2,80,24,0
3.5,0.5,24,0,1,2,80,24,0
3.6,0.5,24,0,1,2,80,24,0
3.7,0.5,24,0,1,2,80,24,0
3.8,0.5,24,0,1,2,80,24,0
3.9,0.5,24,0,1,2,80,24,0
4,0.5,24,0,1,2,80,24,0
4.1,0.5,24,0,1,2,80,24,0
4.2,0.5,24,0,1,2,80,24,0
4.3,0.5,24,0,1,2,80,24,0
4.4,0.5,24,0,1,2,80,24,0
4.5,0.5,24,0,1,2,80,24,0
4.6,0.5,24,0,1,2,80,24,0
4.7,0.5,24,0,1,2,80,24,0
4.8,0.5,24,0,1,2,80,24,0
4.9,0.5,24,0,1,2,80,24,0
5,0.5,24,0,1,2,80,24,0
0.1,0.5,30,0,1,2,80,24,0
0.2,0.5,30,0,1,2,80,24,0
0.3,0.5,30,0,1,2,80,24,0
0.4,0.5,30,0,1,2,80,24,0
0.5,0.5,30,0,1,2,80,24,0
0.6,0.5,30,0,1,2,80,24,0
0.7,0.5,30,0,1,2,80,24,0
0.8,0.5,30,0,1,2,80,24,0
0.9,0.5,30,0,1,2,80,24,0
1,0.5,30,0,1,2,80,24,0
1.1,0.5,30,0,1,2,80,24,0
1.2,0.5,30,0,1,2,80,24,0
1.3,0.5,30,0,1,2,80,24,0
1.4,0.5,30,0,1,2,80,24,0
1.5,0.5,30,0,1,2,80,24,0
1.6,0.5,30,0,1,2,80,24,0
1.7,0.5,30,0,1,2,80,24,0
1.8,0.5,30,0,1,2,80,24,0
1.9,0.5,30,0,1,2,80,24,0
2,0.5,30,0,1,2,80,24,0
2.1,0.5,30,0,1,2,80,24,0
2.2,0.5,30,0,1,2,80,24,0
2.3,0.5,30,0,1,2,80,24,0
2.4,0.5,30,0,1,2,80,24,0
2.5,0.5,30,0,1,2,80,24,0
2.6,0.5,30,0,1,2,80,24,0
2.7,0.5,30,0,1,2,80,24,0
2.8,0.5,30,0,1,2,80,24,0
2.9,0.5,30,0,1,2,80,24,0
3,0.5,30,0,1,2,80,24,0
3.1,0.5,30,0,1,2,80,24,0
3.2,0.5,30,0,1,2,80,24,0
3.3,0.5,30,0,1,2,80,24,0
3.4,0.5,30,0,1,2,80,24,0
3.5,0.5,30,0,1,2,80,24,0
3.6,0.5,30,0,1,2,80,24,0
3.7,0.5,30,0,1,2,80,24,0
3.8,0.5,30,0,1,2,80,24,0
3.9,0.5,30,0,1,2,80,24,0
4,0.5,30,0,1,2,80,24,0
4.1,0.5,30,0,1,2,80,24,0
4.2,0.5,30,0,1,2,80,24,0
4.3,0.5,30,0,1,2,80,24,0
4.4,0.5,30,0,1,2,80,24,0
4.5,0.5,30,0,1,2,80,24,0
4.6,0.5,30,0,1,2,80,24,0
4.7,0.5,30,0,1,2,80,24,0
4.8,0.5,30,0,1,2,80,24,0
4.9,0.5,30,0,1,2,80,24,0
5,0.5,30,0,1,2,80,24,0
0.1,0.125,12,0,1,2,80,24,0
0.2,0.125,12,0,1,2,80,24,0
0.3,0.125,12,0,1,2,80,24,0
0.4,0.125,12,0,1,2,80,24,0
0.5,0.125,12,0,1,2,80,24,0
0.6,0.125,12,0,1,2,80,24,0
0.7,0.125,12,0,1,2,80,24,0
0.8,0.125,12,0,1,2,80,24,0
0.9,0.125,12,0,1,2,80,24,0
1,0.125,12,0,1,2,80,24,0
1.1,0.125,12,0,1,2,80,24,0
1.2,0.125,12,0,1,2,80,24,0
1.3,0.125,12,0,1,2,80,24,0
1.4,0.125,12,0,1,2,80,24,0
1.5,0.125,12,0,1,2,80,24,0
1.6,0.125,12,0,1,2,80,24,0
1.7,0.125,12,0,1,2,80,24,0
1.8,0.125,12,0,1,2,80,24,0
1.9,0.125,12,0,1,2,80,24,0
2,0.125,12,0,1,2,80,24,0
2.1,0.125,12,0,1,2,80,24,0
2.2,0.125,12,0,1,2,80,24,0
2.3,0.125,12,0,1,2,80,24,0
2.4,0.125,12,0,1,2,80,24,0
2.5,0.125,12,0,1,2,80,24,0
2.6,0.125,12,0,1,2,80,24,0
2.7,0.125,12,0,1,2,80,24,0
2.8,0.125,12,0.0001,0.9999,2,80,24,0
2.9,0.125,12,0.0009,0.9991,2,80,24,0
3,0.125,12,0.0043,0.9957,2,80,24,0
3.1,0.125,12,0.0077,0.9923,2,80,24,0
3.2,0.125,12,0.0146,0.9854,2,80,24,0
3.3,0.125,12,0.0213,0.9787,2,80,24,0
3.4,0.125,12,0.0317,0.9683,2,80,24,0
3.5,0.125,12,0.045764945,0.954235055,2,80,24,0
3.6,0.125,12,0.055198598,0.944801402,2,80,24,0
3.7,0.125,12,0.068053275,0.931946725,2,80,24,0
3.8,0.125,12,0.089046109,0.910953891,2,80,24,0
3.9,0.125,12,0.089046109,0.910953891,2,80,24,0
4,0.125,12,0.089046109,0.910953891,2,80,24,0
4.1,0.125,12,0.090046109,0.909953891,2,80,24,0
4.2,0.125,12,0.091046109,0.908953891,2,80,24,0
4.3,0.125,12,0.092046109,0.907953891,2,80,24,0
4.4,0.125,12,0.093046109,0.906953891,2,80,24,0
4.5,0.125,12,0.094046109,0.905953891,2,80,24,0
4.6,0.125,12,0.095046109,0.904953891,2,80,24,0
4.7,0.125,12,0.096046109,0.903953891,2,80,24,0
4.8,0.125,12,0.097046109,0.902953891,2,80,24,0
4.9,0.125,12,0.098046109,0.901953891,2,80,24,0
5,0.125,12,0.099046109,0.900953891,2,80,24,0
0.1,0.125,18,0,1,2,80,24,0
0.2,0.125,18,0,1,2,80,24,0
0.3,0.125,18,0,1,2,80,24,0
0.4,0.125,18,0,1,2,80,24,0
0.5,0.125,18,0,1,2,80,24,0
0.6,0.125,18,0,1,2,80,24,0
0.7,0.125,18,0,1,2,80,24,0
0.8,0.125,18,0,1,2,80,24,0
0.9,0.125,18,0,1,2,80,24,0
1,0.125,18,0,1,2,80,24,0
1.1,0.125,18,0,1,2,80,24,0
1.2,0.125,18,0,1,2,80,24,0
1.3,0.125,18,0,1,2,80,24,0
1.4,0.125,18,0,1,2,80,24,0
1.5,0.125,18,0,1,2,80,24,0
1.6,0.125,18,0,1,2,80,24,0
1.7,0.125,18,0,1,2,80,24,0
1.8,0.125,18,0,1,2,80,24,0
1.9,0.125,18,0,1,2,80,24,0
2,0.125,18,0,1,2,80,24,0
2.1,0.125,18,0,1,2,80,24,0
2.2,0.125,18,0,1,2,80,24,0
2.3,0.125,18,0,1,2,80,24,0
2.4,0.125,18,0,1,2,80,24,0
2.5,0.125,18,0,1,2,80,24,0
2.6,0.125,18,0,1,2,80,24,0
2.7,0.125,18,0,1,2,80,24,0
2.8,0.125,18,0,1,2,80,24,0
2.9,0.125,18,0,1,2,80,24,0
3,0.125,18,0.0003,0.9997,2,80,24,0
3.1,0.125,18,0.0004,0.9996,2,80,24,0
3.2,0.125,18,0.0016,0.9984,2,80,24,0
3.3,0.125,18,0.0033,0.9967,2,80,24,0
3.4,0.125,18,0.0059,0.9941,2,80,24,0
3.5,0.125,18,0.0093,0.9907,2,80,24,0
3.6,0.125,18,0.0125,0.9875,2,80,24,0
3.7,0.125,18,0.0175,0.9825,2,80,24,0
3.8,0.125,18,0.0214,0.9786,2,80,24,0
3.9,0.125,18,0.0216,0.9784,2,80,24,0
4,0.125,18,0.0216,0.9784,2,80,24,0
4.1,0.125,18,0.0226,0.9774,2,80,24,0
4.2,0.125,18,0.0226,0.9774,2,80,24,0
4.3,0.125,18,0.0236,0.9764,2,80,24,0
4.4,0.125,18,0.0236,0.9764,2,80,24,0
4.5,0.125,18,0.0246,0.9754,2,80,24,0
4.6,0.125,18,0.0246,0.9754,2,80,24,0
4.7,0.125,18,0.0256,0.9744,2,80,24,0
4.8,0.125,18,0.0256,0.9744,2,80,24,0
4.9,0.125,18,0.0266,0.9734,2,80,24,0
5,0.125,18,0.0266,0.9734,2,80,24,0
0.1,0.125,24,0,1,2,80,24,0
0.2,0.125,24,0,1,2,80,24,0
0.3,0.125,24,0,1,2,80,24,0
0.4,0.125,24,0,1,2,80,24,0
0.5,0.125,24,0,1,2,80,24,0
0.6,0.125,24,0,1,2,80,24,0
0.7,0.125,24,0,1,2,80,24,0
0.8,0.125,24,0,1,2,80,24,0
0.9,0.125,24,0,1,2,80,24,0
1,0.125,24,0,1,2,80,24,0
1.1,0.125,24,0,1,2,80,24,0
1.2,0.125,24,0,1,2,80,24,0
1.3,0.125,24,0,1,2,80,24,0
1.4,0.125,24,0,1,2,80,24,0
1.5,0.125,24,0,1,2,80,24,0
1.6,0.125,24,0,1,2,80,24,0
1.7,0.125,24,0,1,2,80,24,0
1.8,0.125,24,0,1,2,80,24,0
1.9,0.125,24,0,1,2,80,24,0
2,0.125,24,0,1,2,80,24,0
2.1,0.125,24,0,1,2,80,24,0
2.2,0.125,24,0,1,2,80,24,0
2.3,0.125,24,0,1,2,80,24,0
2.4,0.125,24,0,1,2,80,24,0
2.5,0.125,24,0,1,2,80,24,0
2.6,0.125,24,0,1,2,80,24,0
2.7,0.125,24,0,1,2,80,24,0
2.8,0.125,24,0,1,2,80,24,0
2.9,0.125,24,0,1,2,80,24,0
3,0.125,24,0,1,2,80,24,0
3.1,0.125,24,0.0001,0.9999,2,80,24,0
3.2,0.125,24,0.0005,0.9995,2,80,24,0
3.3,0.125,24,0.0004,0.9996,2,80,24,0
3.4,0.125,24,0.0013,0.9987,2,80,24,0
3.5,0.125,24,0.0027,0.9973,2,80,24,0
3.6,0.125,24,0.0038,0.9962,2,80,24,0
3.7,0.125,24,0.0061,0.9939,2,80,24,0
3.8,0.125,24,0.0069,0.9931,2,80,24,0
3.9,0.125,24,0.0079,0.9921,2,80,24,0
4,0.125,24,0.0079,0.9921,2,80,24,0
4.1,0.125,24,0.0079,0.9921,2,80,24,0
4.2,0.125,24,0.0079,0.9921,2,80,24,0
4.3,0.125,24,0.0079,0.9921,2,80,24,0
4.4,0.125,24,0.0079,0.9921,2,80,24,0
4.5,0.125,24,0.0079,0.9921,2,80,24,0
4.6,0.125,24,0.0079,0.9921,2,80,24,0
4.7,0.125,24,0.0079,0.9921,2,80,24,0
4.8,0.125,24,0.0079,0.9921,2,80,24,0
4.9,0.125,24,0.0079,0.9921,2,80,24,0
5,0.125,24,0.0079,0.9921,2,80,24,0
0.1,0.125,30,0,1,2,80,24,0
0.2,0.125,30,0,1,2,80,24,0
0.3,0.125,30,0,1,2,80,24,0
0.4,0.125,30,0,1,2,80,24,0
0.5,0.125,30,0,1,2,80,24,0
0.6,0.125,30,0,1,2,80,24,0
0.7,0.125,30,0,1,2,80,24,0
0.8,0.125,30,0,1,2,80,24,0
0.9,0.125,30,0,1,2,80,24,0
1,0.125,30,0,1,2,80,24,0
1.1,0.125,30,0,1,2,80,24,0
1.2,0.125,30,0,1,2,80,24,0
1.3,0.125,30,0,1,2,80,24,0
1.4,0.125,30,0,1,2,80,24,0
1.5,0.125,30,0,1,2,80,24,0
1.6,0.125,30,0,1,2,80,24,0
1.7,0.125,30,0,1,2,80,24,0
1.8,0.125,30,0,1,2,80,24,0
1.9,0.125,30,0,1,2,80,24,0
2,0.125,30,0,1,2,80,24,0
2.1,0.125,30,0,1,2,80,24,0
2.2,0.125,30,0,1,2,80,24,0
2.3,0.125,30,0,1,2,80,24,0
2.4,0.125,30,0,1,2,80,24,0
2.5,0.125,30,0,1,2,80,24,0
2.6,0.125,30,0,1,2,80,24,0
2.7,0.125,30,0,1,2,80,24,0
2.8,0.125,30,0,1,2,80,24,0
2.9,0.125,30,0,1,2,80,24,0
3,0.125,30,0,1,2,80,24,0
3.1,0.125,30,0,1,2,80,24,0
3.2,0.125,30,0,1,2,80,24,0
3.3,0.125,30,0,1,2,80,24,0
3.4,0.125,30,0,1,2,80,24,0
3.5,0.125,30,0,1,2,80,24,0
3.6,0.125,30,0,1,2,80,24,0
3.7,0.125,30,0,1,2,80,24,0
3.8,0.125,30,0,1,2,80,24,0
3.9,0.125,30,0,1,2,80,24,0
4,0.125,30,0,1,2,80,24,0
4.1,0.125,30,0,1,2,80,24,0
4.2,0.125,30,0,1,2,80,24,0
4.3,0.125,30,0,1,2,80,24,0
4.4,0.125,30,0,1,2,80,24,0
4.5,0.125,30,0,1,2,80,24,0
4.6,0.125,30,0,1,2,80,24,0
4.7,0.125,30,0,1,2,80,24,0
4.8,0.125,30,0,1,2,80,24,0
4.9,0.125,30,0,1,2,80,24,0
5,0.125,30,0,1,2,80,24,0
0.1,0.2,12,0,1,1,80,24,0
0.2,0.2,12,0,1,1,80,24,0
0.3,0.2,12,0,1,1,80,24,0
0.4,0.2,12,0,1,1,80,24,0
0.5,0.2,12,0,1,1,80,24,0
0.6,0.2,12,0,1,1,80,24,0
0.7,0.2,12,0,1,1,80,24,0
0.8,0.2,12,0,1,1,80,24,0
0.9,0.2,12,0,1,1,80,24,0
1,0.2,12,0,1,1,80,24,0
1.1,0.2,12,0,1,1,80,24,0
1.2,0.2,12,0,1,1,80,24,0
1.3,0.2,12,0,1,1,80,24,0
1.4,0.2,12,0,1,1,80,24,0
1.5,0.2,12,0,1,1,80,24,0
1.6,0.2,12,0,1,1,80,24,0
1.7,0.2,12,0,1,1,80,24,0
1.8,0.2,12,0,1,1,80,24,0
1.9,0.2,12,0,1,1,80,24,0
2,0.2,12,0,1,1,80,24,0
2.1,0.2,12,0,1,1,80,24,0
2.2,0.2,12,0,1,1,80,24,0
2.3,0.2,12,0,1,1,80,24,0
2.4,0.2,12,0,1,1,80,24,0
2.5,0.2,12,0,1,1,80,24,0
2.6,0.2,12,0,1,1,80,24,0
2.7,0.2,12,0,1,1,80,24,0
2.8,0.2,12,0,1,1,80,24,0
2.9,0.2,12,0,1,1,80,24,0
3,0.2,12,0,1,1,80,24,0
3.1,0.2,12,0,1,1,80,24,0
3.2,0.2,12,0,1,1,80,24,0
3.3,0.2,12,0.0001,0.9999,1,80,24,0
3.4,0.2,12,0.0001,0.9999,1,80,24,0
3.5,0.2,12,0.0002,0.9998,1,80,24,0
3.6,0.2,12,0.0009,0.9991,1,80,24,0
3.7,0.2,12,0.0016,0.9984,1,80,24,0
3.8,0.2,12,0.003,0.997,1,80,24,0
3.9,0.2,12,0.0053,0.9947,1,80,24,0
4,0.2,12,0.0093,0.9907,1,80,24,0
4.1,0.2,12,0.0131,0.9869,1,80,24,0
4.2,0.2,12,0.0198,0.9802,1,80,24,0
4.3,0.2,12,0.0153,0.9847,1,80,24,0
4.4,0.2,12,0.02,0.98,1,80,24,0
4.5,0.2,12,0.0235,0.9765,1,80,24,0
4.6,0.2,12,0.0244,0.9756,1,80,24,0
4.7,0.2,12,0.025,0.975,1,80,24,0
4.8,0.2,12,0.0276,0.9724,1,80,24,0
4.9,0.2,12,0.0276,0.9724,1,80,24,0
5,0.2,12,0.0276,0.9724,1,80,24,0
0.1,0.2,18,0,1,1,80,24,0
0.2,0.2,18,0,1,1,80,24,0
0.3,0.2,18,0,1,1,80,24,0
0.4,0.2,18,0,1,1,80,24,0
0.5,0.2,18,0,1,1,80,24,0
0.6,0.2,18,0,1,1,80,24,0
0.7,0.2,18,0,1,1,80,24,0
0.8,0.2,18,0,1,1,80,24,0
0.9,0.2,18,0,1,1,80,24,0
1,0.2,18,0,1,1,80,24,0
1.1,0.2,18,0,1,1,80,24,0
1.2,0.2,18,0,1,1,80,24,0
1.3,0.2,18,0,1,1,80,24,0
1.4,0.2,18,0,1,1,80,24,0
1.5,0.2,18,0,1,1,80,24,0
1.6,0.2,18,0,1,1,80,24,0
1.7,0.2,18,0,1,1,80,24,0
1.8,0.2,18,0,1,1,80,24,0
1.9,0.2,18,0,1,1,80,24,0
2,0.2,18,0,1,1,80,24,0
2.1,0.2,18,0,1,1,80,24,0
2.2,0.2,18,0,1,1,80,24,0
2.3,0.2,18,0,1,1,80,24,0
2.4,0.2,18,0,1,1,80,24,0
2.5,0.2,18,0,1,1,80,24,0
2.6,0.2,18,0,1,1,80,24,0
2.7,0.2,18,0,1,1,80,24,0
2.8,0.2,18,0,1,1,80,24,0
2.9,0.2,18,0,1,1,80,24,0
3,0.2,18,0,1,1,80,24,0
3.1,0.2,18,0,1,1,80,24,0
3.2,0.2,18,0,1,1,80,24,0
3.3,0.2,18,0,1,1,80,24,0
3.4,0.2,18,0,1,1,80,24,0
3.5,0.2,18,0,1,1,80,24,0
3.6,0.2,18,0,1,1,80,24,0
3.7,0.2,18,0,1,1,80,24,0
3.8,0.2,18,0,1,1,80,24,0
3.9,0.2,18,0,1,1,80,24,0
4,0.2,18,0,1,1,80,24,0
4.1,0.2,18,0,1,1,80,24,0
4.2,0.2,18,0,1,1,80,24,0
4.3,0.2,18,0,1,1,80,24,0
4.4,0.2,18,0,1,1,80,24,0
4.5,0.2,18,0,1,1,80,24,0
4.6,0.2,18,0,1,1,80,24,0
4.7,0.2,18,0,1,1,80,24,0
4.8,0.2,18,0,1,1,80,24,0
4.9,0.2,18,0,1,1,80,24,0
5,0.2,18,0,1,1,80,24,0
0.1,0.2,24,0,1,1,80,24,0
0.2,0.2,24,0,1,1,80,24,0
0.3,0.2,24,0,1,1,80,24,0
0.4,0.2,24,0,1,1,80,24,0
0.5,0.2,24,0,1,1,80,24,0
0.6,0.2,24,0,1,1,80,24,0
0.7,0.2,24,0,1,1,80,24,0
0.8,0.2,24,0,1,1,80,24,0
0.9,0.2,24,0,1,1,80,24,0
1,0.2,24,0,1,1,80,24,0
1.1,0.2,24,0,1,1,80,24,0
1.2,0.2,24,0,1,1,80,24,0
1.3,0.2,24,0,1,1,80,24,0
1.4,0.2,24,0,1,1,80,24,0
1.5,0.2,24,0,1,1,80,24,0
1.6,0.2,24,0,1,1,80,24,0
1.7,0.2,24,0,1,1,80,24,0
1.8,0.2,24,0,1,1,80,24,0
1.9,0.2,24,0,1,1,80,24,0
2,0.2,24,0,1,1,80,24,0
2.1,0.2,24,0,1,1,80,24,0
2.2,0.2,24,0,1,1,80,24,0
2.3,0.2,24,0,1,1,80,24,0
2.4,0.2,24,0,1,1,80,24,0
2.5,0.2,24,0,1,1,80,24,0
2.6,0.2,24,0,1,1,80,24,0
2.7,0.2,24,0,1,1,80,24,0
2.8,0.2,24,0,1,1,80,24,0
2.9,0.2,24,0,1,1,80,24,0
3,0.2,24,0,1,1,80,24,0
3.1,0.2,24,0,1,1,80,24,0
3.2,0.2,24,0,1,1,80,24,0
3.3,0.2,24,0,1,1,80,24,0
3.4,0.2,24,0,1,1,80,24,0
3.5,0.2,24,0,1,1,80,24,0
