designStorm,loadingRatio,depth,probabilityOfFailure,reliability
1.4,0,18,0,1.000000000
1.5,0,18,0,1.000000000
1.6,0,18,0,1.000000000
1.7,0,18,0,1.000000000
1.8,0,18,0,1.000000000
1.9,0,18,0,1.000000000
2,0,18,0,1.000000000
2.1,0,18,0,1.000000000
2.2,0,18,0,1.000000000
2.3,0,18,0,1.000000000
2.4,0,18,0,1.000000000
2.5,0,18,0,1.000000000
2.6,0,18,0,1.000000000
2.7,0,18,0,1.000000000
2.8,0,18,0,1.000000000
2.9,0,18,0,1.000000000
3,0,18,0,1.000000000
3.1,0,18,0,1.000000000
3.2,0,18,0,1.000000000
3.3,0,18,0,1.000000000
3.4,0,18,0,1.000000000
3.5,0,18,0,1.000000000
3.6,0,18,0,1.000000000
3.7,0,18,0,1.000000000
3.8,0,18,0,1.000000000
3.9,0,18,0,1.000000000
4,0,18,0,1.000000000
4.1,0,18,0,1.000000000
4.2,0,18,0,1.000000000
4.3,0,18,0,1.000000000
4.4,0,18,0,1.000000000
4.5,0,18,0,1.000000000
4.6,0,18,0,1.000000000
4.7,0,18,0,1.000000000
4.8,0,18,0,1.000000000
4.9,0,18,0,1.000000000
5,0,18,0,1.000000000
0.1,0,24,0,1.000000000
0.2,0,24,0,1.000000000
0.3,0,24,0,1.000000000
0.4,0,24,0,1.000000000
0.5,0,24,0,1.000000000
0.6,0,24,0,1.000000000
0.7,0,24,0,1.000000000
0.8,0,24,0,1.000000000
0.9,0,24,0,1.000000000
1,0,24,0,1.000000000
1.1,0,24,0,1.000000000
1.2,0,24,0,1.000000000
1.3,0,24,0,1.000000000
1.4,0,24,0,1.000000000
1.5,0,24,0,1.000000000
1.6,0,24,0,1.000000000
1.7,0,24,0,1.000000000
1.8,0,24,0,1.000000000
1.9,0,24,0,1.000000000
2,0,24,0,1.000000000
2.1,0,24,0,1.000000000
2.2,0,24,0,1.000000000
2.3,0,24,0,1.000000000
2.4,0,24,0,1.000000000
2.5,0,24,0,1.000000000
2.6,0,24,0,1.000000000
2.7,0,24,0,1.000000000
2.8,0,24,0,1.000000000
2.9,0,24,0,1.000000000
3,0,24,0,1.000000000
3.1,0,24,0,1.000000000
3.2,0,24,0,1.000000000
3.3,0,24,0,1.000000000
3.4,0,24,0,1.000000000
3.5,0,24,0,1.000000000
3.6,0,24,0,1.000000000
3.7,0,24,0,1.000000000
3.8,0,24,0,1.000000000
3.9,0,24,0,1.000000000
4,0,24,0,1.000000000
4.1,0,24,0,1.000000000
4.2,0,24,0,1.000000000
4.3,0,24,0,1.000000000
4.4,0,24,0,1.000000000
4.5,0,24,0,1.000000000
4.6,0,24,0,1.000000000
4.7,0,24,0,1.000000000
4.8,0,24,0,1.000000000
4.9,0,24,0,1.000000000
5,0,24,0,1.000000000
0.1,0,30,0,1.000000000
0.2,0,30,0,1.000000000
0.3,0,30,0,1.000000000
0.4,0,30,0,1.000000000
0.5,0,30,0,1.000000000
0.6,0,30,0,1.000000000
0.7,0,30,0,1.000000000
0.8,0,30,0,1.000000000
0.9,0,30,0,1.000000000
1,0,30,0,1.000000000
1.1,0,30,0,1.000000000
1.2,0,30,0,1.000000000
1.3,0,30,0,1.000000000
1.4,0,30,0,1.000000000
1.5,0,30,0,1.000000000
1.6,0,30,0,1.000000000
1.7,0,30,0,1.000000000
1.8,0,30,0,1.000000000
1.9,0,30,0,1.000000000
2,0,30,0,1.000000000
2.1,0,30,0,1.000000000
2.2,0,30,0,1.000000000
2.3,0,30,0,1.000000000
2.4,0,30,0,1.000000000
2.5,0,30,0,1.000000000
2.6,0,30,0,1.000000000
2.7,0,30,0,1.000000000
2.8,0,30,0,1.000000000
2.9,0,30,0,1.000000000
3,0,30,0,1.000000000
3.1,0,30,0,1.000000000
3.2,0,30,0,1.000000000
3.3,0,30,0,1.000000000
3.4,0,30,0,1.000000000
3.5,0,30,0,1.000000000
3.6,0,30,0,1.000000000
3.7,0,30,0,1.000000000
3.8,0,30,0,1.000000000
3.9,0,30,0,1.000000000
4,0,30,0,1.000000000
4.1,0,30,0,1.000000000
4.2,0,30,0,1.000000000
4.3,0,30,0,1.000000000
4.4,0,30,0,1.000000000
4.5,0,30,0,1.000000000
4.6,0,30,0,1.000000000
4.7,0,30,0,1.000000000
4.8,0,30,0,1.000000000
4.9,0,30,0,1.000000000
5,0,30,0,1.000000000
0.1,1,12,0,1.000000000
0.2,1,12,0,1.000000000
0.3,1,12,0,1.000000000
0.4,1,12,0,1.000000000
0.5,1,12,0,1.000000000
0.6,1,12,0,1.000000000
0.7,1,12,0,1.000000000
0.8,1,12,0,1.000000000
0.9,1,12,0.0002,1.000000000
1,1,12,0.0005,1.000000000
1.1,1,12,0.0013,0.999000000
1.2,1,12,0.0062,0.994000000
1.3,1,12,0.0125,0.988000000
1.4,1,12,0.0267,0.973000000
1.5,1,12,0.046376108,0.954000000
1.6,1,12,0.073031496,0.927000000
1.7,1,12,0.100953449,0.899000000
1.8,1,12,0.157282457,0.843000000
1.9,1,12,0.246732026,0.753000000
2,1,12,0.268560953,0.731000000
2.1,1,12,0.364806867,0.635000000
2.2,1,12,0.395424837,0.605000000
2.3,1,12,0.541176471,0.459000000
2.4,1,12,0.592057762,0.408000000
2.5,1,12,0.62,0.380000000
2.6,1,12,0.65258216,0.347000000
2.7,1,12,0.694915254,0.305000000
2.8,1,12,0.7,0.300000000
2.9,1,12,0.742857143,0.257000000
3,1,12,0.76,0.240000000
3.1,1,12,0.783783784,0.216000000
3.2,1,12,0.81,0.190000000
3.3,1,12,0.835443038,0.165000000
3.4,1,12,0.868852459,0.131000000
3.5,1,12,0.895833333,0.104000000
3.6,1,12,0.912380952,0.087600000
3.7,1,12,0.952380952,0.047600000
3.8,1,12,0.952380952,0.047600000
3.9,1,12,0.955380952,0.044600000
4,1,12,0.957380952,0.042600000
4.1,1,12,0.959380952,0.040600000
4.2,1,12,0.961380952,0.038600000
4.3,1,12,0.966380952,0.033600000
4.4,1,12,0.973809524,0.026200000
4.5,1,12,0.977380952,0.022600000
4.6,1,12,0.987380952,0.012600000
4.7,1,12,0.987380952,0.012600000
4.8,1,12,0.987380952,0.012600000
4.9,1,12,0.9999,0.000100000
5,1,12,0.9999,0.000100000
0.1,1,18,0,1.000000000
0.2,1,18,0,1.000000000
0.3,1,18,0,1.000000000
0.4,1,18,0,1.000000000
0.5,1,18,0,1.000000000
0.6,1,18,0,1.000000000
0.7,1,18,0,1.000000000
0.8,1,18,0,1.000000000
0.9,1,18,0,1.000000000
1,1,18,0,1.000000000
1.1,1,18,0,1.000000000
1.2,1,18,0,1.000000000
1.3,1,18,0,1.000000000
1.4,1,18,0,1.000000000
1.5,1,18,0,1.000000000
1.6,1,18,0.0001,1.000000000
1.7,1,18,0.0011,0.999000000
1.8,1,18,0.0024,0.998000000
1.9,1,18,0.0048,0.995000000
2,1,18,0.011,0.989000000
2.1,1,18,0.0252,0.975000000
2.2,1,18,0.043077269,0.957000000
2.3,1,18,0.07184241,0.928000000
2.4,1,18,0.110046368,0.890000000
2.5,1,18,0.145284622,0.855000000
2.6,1,18,0.214431586,0.786000000
2.7,1,18,0.269054178,0.731000000
2.8,1,18,0.357938719,0.642000000
2.9,1,18,0.389507154,0.610000000
3,1,18,0.420289855,0.580000000
3.1,1,18,0.473214286,0.527000000
3.2,1,18,0.570957096,0.429000000
3.3,1,18,0.616,0.384000000
3.4,1,18,0.651355932,0.349000000
3.5,1,18,0.722580645,0.277000000
3.6,1,18,0.751879699,0.248000000
3.7,1,18,0.766129032,0.234000000
3.8,1,18,0.825581395,0.174000000
3.9,1,18,0.868852459,0.131000000
4,1,18,0.883544304,0.116000000
4.1,1,18,0.886792453,0.113000000
4.2,1,18,0.886792453,0.113000000
4.3,1,18,0.933333333,0.066700000
4.4,1,18,0.933333333,0.066700000
4.5,1,18,0.933333333,0.066700000
4.6,1,18,0.952380952,0.047600000
4.7,1,18,0.972222222,0.027800000
4.8,1,18,0.979166667,0.020800000
4.9,1,18,0.979166667,0.020800000
5,1,18,0.999,0.001000000
0.1,1,24,0,1.000000000
0.2,1,24,0,1.000000000
0.3,1,24,0,1.000000000
0.4,1,24,0,1.000000000
0.5,1,24,0,1.000000000
0.6,1,24,0,1.000000000
0.7,1,24,0,1.000000000
0.8,1,24,0,1.000000000
0.9,1,24,0,1.000000000
1,1,24,0,1.000000000
1.1,1,24,0,1.000000000
1.2,1,24,0,1.000000000
1.3,1,24,0,1.000000000
1.4,1,24,0,1.000000000
1.5,1,24,0,1.000000000
1.6,1,24,0,1.000000000
1.7,1,24,0,1.000000000
1.8,1,24,0,1.000000000
1.9,1,24,0,1.000000000
2,1,24,0,1.000000000
2.1,1,24,0.0001,1.000000000
2.2,1,24,0.0002,1.000000000
2.3,1,24,0.0006,0.999000000
2.4,1,24,0.0007,0.999000000
2.5,1,24,0.0035,0.997000000
2.6,1,24,0.0045,0.996000000
2.7,1,24,0.0108,0.989000000
2.8,1,24,0.0222,0.978000000
2.9,1,24,0.042600399,0.957000000
3,1,24,0.065706254,0.934000000
3.1,1,24,0.097050938,0.903000000
3.2,1,24,0.144178226,0.856000000
3.3,1,24,0.193529059,0.806000000
3.4,1,24,0.257588899,0.742000000
3.5,1,24,0.310810811,0.689000000
3.6,1,24,0.380733945,0.619000000
3.7,1,24,0.468271335,0.532000000
3.8,1,24,0.529411765,0.471000000
3.9,1,24,0.548484848,0.452000000
4,1,24,0.595588235,0.404000000
4.1,1,24,0.675257732,0.325000000
4.2,1,24,0.732876712,0.267000000
4.3,1,24,0.76,0.240000000
4.4,1,24,0.79,0.210000000
4.5,1,24,0.82,0.180000000
4.6,1,24,0.85,0.150000000
4.7,1,24,0.886792453,0.113000000
4.8,1,24,0.933333333,0.066700000
4.9,1,24,0.933333333,0.066700000
5,1,24,0.952380952,0.047600000
0.1,1,30,0,1.000000000
0.2,1,30,0,1.000000000
0.3,1,30,0,1.000000000
0.4,1,30,0,1.000000000
0.5,1,30,0,1.000000000
0.6,1,30,0,1.000000000
0.7,1,30,0,1.000000000
0.8,1,30,0,1.000000000
0.9,1,30,0,1.000000000
1,1,30,0,1.000000000
1.1,1,30,0,1.000000000
1.2,1,30,0,1.000000000
1.3,1,30,0,1.000000000
1.4,1,30,0,1.000000000
1.5,1,30,0,1.000000000
1.6,1,30,0,1.000000000
1.7,1,30,0,1.000000000
1.8,1,30,0,1.000000000
1.9,1,30,0,1.000000000
2,1,30,0,1.000000000
2.1,1,30,0,1.000000000
2.2,1,30,0,1.000000000
2.3,1,30,0,1.000000000
2.4,1,30,0,1.000000000
2.5,1,30,0,1.000000000
2.6,1,30,0,1.000000000
2.7,1,30,0,1.000000000
2.8,1,30,0,1.000000000
2.9,1,30,0.0001,1.000000000
3,1,30,0.0005,1.000000000
3.1,1,30,0.001,0.999000000
3.2,1,30,0.0019,0.998000000
3.3,1,30,0.0051,0.995000000
3.4,1,30,0.0098,0.990000000
3.5,1,30,0.0199,0.980000000
3.6,1,30,0.041415013,0.959000000
3.7,1,30,0.062982869,0.937000000
3.8,1,30,0.089857213,0.910000000
3.9,1,30,0.135739506,0.864000000
4,1,30,0.185966914,0.814000000
4.1,1,30,0.252961083,0.747000000
4.2,1,30,0.290224033,0.710000000
4.3,1,30,0.375375375,0.625000000
4.4,1,30,0.413005272,0.587000000
4.5,1,30,0.5,0.500000000
4.6,1,30,0.552147239,0.448000000
4.7,1,30,0.601503759,0.398000000
4.8,1,30,0.645454545,0.355000000
4.9,1,30,0.682795699,0.317000000
5,1,30,0.725490196,0.275000000
